,Unnamed: 0,0
993,993,Border-Collie-Shepherd-Mix
994,994,AUS.CATTLEDOG-X
995,995,IBIZAN-HOUND
996,996,HUSKY-X-LAB
997,997,HAVADOODLE
998,998,Shih-tzu-mix
999,999,AUSSIE-DOXI---X
1000,1000,Cocker-Poo
1001,1001,YORKIE/WESTY---X
1002,1002,BASSETT-TERRIER-MIX
1003,1003,chihuahua/mini-pinscher
1004,1004,Basenji-Mix
1005,1005,Chinese-Crested-Powder-Puff
1006,1006,Askal
1007,1007,SHIFFON
1008,1008,Miniature-Schnauzer/Silky-Terrier
1009,1009,SPANISH-WT.DOG
1010,1010,BEAGLE-MIX
1011,1011,SHICON
1012,1012,LABRADOR-RETRIEVER-MIX
1013,1013,Mix-Hound
1014,1014,Lhasa-Apso-Mix
1015,1015,GERMAN-SHEPHERD
1016,1016,ENGLISH-SPRINGER-SPANIEL
1017,1017,MINIATURE-BULL-DOG
1018,1018,Rat-Terrier-Mix
1019,1019,Mahshih
1020,1020,Lhasa-Apso/Poodle
1021,1021,CHOW-CHOW-X
1022,1022,LHASA-BIJON
1023,1023,BRUSS-GRIFFON-X
1024,1024,DACHS/SHIH-TZU
1025,1025,Poddle&Maltese-Mix
1026,1026,Red-Tick-Coonhound
1027,1027,Multi-Poo
1028,1028,BULL-DOG-MIX
1029,1029,Yorkie/-Maltese
1030,1030,Snoodle
1031,1031,Collie-mix
1032,1032,Lab-terr-x
1033,1033,shep/doxie
1034,1034,english-mastiff
1035,1035,retriver-mixed
1036,1036,ENGLISH-SHEPHER
1037,1037,Coton
1038,1038,Doxen/-Petit-Basset-Griffon-Vendeen
1039,1039,COLLIE-RETRIEVER-MIX
1040,1040,lab-terr-mix
1041,1041,BEARDED-COLLIE-MIX
1042,1042,TOY-MALTESE
1043,1043,BOSTON-TERR-MIX
1044,1044,BICHON-MIX
1045,1045,Yorkie/Terrier/Bichon
1046,1046,MINIATURE-SCHNAUZER
1047,1047,CROSS-BREED
1048,1048,Mini-Australian-Shepherd
1049,1049,Yorkie-Poo-Mix
1050,1050,Soft-Coat-Weaton-Terrier
1051,1051,SHIHTZ/POODLE-X
1052,1052,SOFTC-WHEAT-TER
1053,1053,YORKIESHIRE-MALTESE
1054,1054,Poodle-X
1055,1055,ENGLISH-PUG
1056,1056,BLUE-NOSE-PIT-BULL-TERR
1057,1057,shih-poo
1058,1058,Yellow-Lab
1059,1059,cavapoo
1060,1060,MALTESE/CAV-KIN
1061,1061,YORKIEPOO
1062,1062,Corgi-or-Jack-Russell-mixed-with-Black-Lab and Pit
1063,1063,Other
1064,1064,CHIHUAHUA-X
1065,1065,Border-Collie-Black-Labrador-Retriever-Mix
1066,1066,BRAUZER
1067,1067,Slorky
1068,1068,ori-pei
1069,1069,Chihuahua-/Poodle
1070,1070,mostly-labrador-retriever
1071,1071,POTCAKE
1072,1072,MALTE-POO
1073,1073,Jack-Russell-&-Fox-Terrier
1074,1074,Husky-Mix
1075,1075,WESTMINSTER-TER
1076,1076,6152012
1077,1077,YORKIE/SHIH-TZU-MIX
1078,1078,Puggle-(Pug-Mix)
1079,1079,Yorki-poodle
1080,1080,AUST.CATTLE-DOG
1081,1081,YORKIE-POO-GREZLEY
1082,1082,Mini-Labra-Doodle
1083,1083,Bull-Dog-Mix
1084,1084,Pekingese-Mix
1085,1085,Bugg
1086,1086,Mixed-Chow
1087,1087,wire-haired-terrier
1088,1088,Shit-zu-mix
1089,1089,Golden-Retriever-Mix
1090,1090,BERGAMASCO
1091,1091,AUSTRALIAN-LABRADOODLE
1092,1092,Jack-Russ-Terr-Mix
1093,1093,Boxer-Lab-X
1094,1094,Canaan
1095,1095,Possibly-a-Parson-Russell-Terrier-mixed-with-Chiwa
1096,1096,Husky-and-Akita-Mix
1097,1097,Taiwan-Mountain
1098,1098,peke-a-poo
1099,1099,Cavachon
1100,1100,Caroline-Dog
1101,1101,Aussie-Cattle-Dog-Heeler
1102,1102,IRISH-JACK-RUSS
1103,1103,Yorkshire/Maltese
1104,1104,MINI-GOLDEN-DOODLE
1105,1105,Border-Collie-X
1106,1106,BEARDED-COLLIE
1107,1107,ZUCHON
1108,1108,CATTLE-DOG-MIX
1109,1109,ITALIAN-SPINONE
1110,1110,BLACK-LAB-MULTI
1111,1111,French-Poodle
1112,1112,MAERICAN-STAFFORDSHIRE-MIX
1113,1113,Long-Hair-Chihuahua
1114,1114,CATAHOULA-LEOPARD-CUR
1115,1115,TEACUP-POODLE
1116,1116,Pomeranian-Mix
1117,1117,Cocker-Spaniel/Miniature-Poodle
1118,1118,Westi-Poo
1119,1119,Shipa
1120,1120,PEAGLE
1121,1121,Shih-Tzu/Papillion
1122,1122,Lab-Chow-Newfie-Mix
1123,1123,terr-mix
1124,1124,Terrier-Mixed
1125,1125,bichon-poodle-mix
1126,1126,Feist-Mix
1127,1127,chih-mix
1128,1128,Bichon-Poo
1129,1129,CHIWEENIE
1130,1130,MINI-LABRADOODLE
1131,1131,FRENCH-POODLE
1132,1132,YORKIE-RAT-TERR
1133,1133,Matipoo
1134,1134,Morky
1135,1135,PIT-BULL-TERRIER
1136,1136,Lab-Bord-Collie
1137,1137,Pomapoo
1138,1138,Yorkshire-Terr.-Mix
1139,1139,Small-Munsterlander
1140,1140,MaltiPoo
1141,1141,AMERICAN-SPANIEL-MIX
1142,1142,CHIHUAHUA/PUG-MIX
1143,1143,GERMAN-SHEPHARD-ROTTWEILER
1144,1144,Schnauzer/Poodle
1145,1145,"SHIH-TZU,-POODLE"
1146,1146,JACK-RUSSELL-TERR-MIX
1147,1147,Whippet-Mix
1148,1148,collie--shepherd-mix
1149,1149,Hound-x
1150,1150,chih-jack-russ
1151,1151,Chintese
1152,1152,Lhasa-Apso---Poodle-Mix
1153,1153,TERRIER-MX
1154,1154,Aierdale-Terrier
1155,1155,Labrador-Retriever-Border-Collie-Mix
1156,1156,YORKIE-TERR-MIX
1157,1157,unknown-mix
1158,1158,SILKY-TERRIER-X
1159,1159,Cavapoo
1160,1160,mixed
1161,1161,pekopoo
1162,1162,NO-IDEA
1163,1163,Cocoer-poo
1164,1164,Pit-Bull/Mastiff
1165,1165,Corgi-Rat-Terrier
1166,1166,Yorkshire-Terrier-Mix
1167,1167,Mini-Pin-Mixed
1168,1168,HAVA-POO
1169,1169,hound-cattle-dog
1170,1170,SCHNOODLE-X
1171,1171,Shih-Chon
1172,1172,Catahoula-Lab-mix
1173,1173,Rescued.-Beagle/shih-tzu
1174,1174,Boston-Terrier-/-Lhasa-Apso
1175,1175,Havanese/Coton-Detulear
1176,1176,SHEPHERD--MIX
1177,1177,hound-mix
1178,1178,TERRIER---X
1179,1179,Chihuahua-X
1180,1180,Australian-Shepard-mix?
1181,1181,AKITA-MIX
1182,1182,CHIH-TERR
1183,1183,TERRIER-BOXER-MIX
1184,1184,Wheaton-Terrier-Mix
1185,1185,CHI/DOXEN
1186,1186,beagle-mix
1187,1187,lab-mix
1188,1188,Mini-Pinscher/Chihuahua-Mix
1189,1189,engish-pointer
1190,1190,Jack-Russell-Terr-Mix
1191,1191,Husky-Malamute
1192,1192,hunting-dog/rescue
1193,1193,PEAKAPOO
1194,1194,Whippet-Labrador-Mix
1195,1195,Parsons-Russell-Terrier-mix
1196,1196,Yorki-tzu
1197,1197,AM-ESKIMO-/-MALTESE
1198,1198,Yorkshire-Terrier-Toy
1199,1199,Yorky
1200,1200,lab-Terr-mix
1201,1201,Pit-Bull-Mastiff
1202,1202,MALTAPOO
1203,1203,YORKIE-POODLE
1204,1204,Havapeke
1205,1205,Shep-Mix
1206,1206,coonhound-mix
1207,1207,Havapoo
1208,1208,PIT-BULL-TERR-MIX
1209,1209,Toy-Manchester-Terrier
1210,1210,pitbull-mix
1211,1211,CavaChon
1212,1212,LAB-GOLD-RET-CROSS
1213,1213,SHIH-TZU-POODLE-MIX
1214,1214,BOSTON-BULLDOG
1215,1215,Italian/Sicilian-hound
1216,1216,JACK-RUS-CHIHUA
1217,1217,WELSH-TERRIER
1218,1218,CHOW-MIX
1219,1219,Blue-Heeler-/-Schnauser
1220,1220,Labradoodle-Mini
1221,1221,Hound-Terrier-Mix
1222,1222,Papillion-Mix
1223,1223,Potcake
1224,1224,airedale-terrier
1225,1225,English-Pointer
1226,1226,Fox-Terrier-Mix
1227,1227,Shih-Tzu--Mix
1228,1228,CHIHUAHUA-TERRIER-MIX
1229,1229,labrador-retriever-hound-mix
1230,1230,Terrier--X
1231,1231,GERMAN-SHEPHERD-MIX
1232,1232,Aust-Heller-Mix
1233,1233,LAB-RETRIEVER---MIX
1234,1234,POMERANIAN-MIX
1235,1235,English-Pointer-Mix
1236,1236,toy-aussie
1237,1237,mutt
1238,1238,COLLIE/SHEPHERD-MIX
1239,1239,Pit-Ter-Lab
1240,1240,Hungarian-Puli
1241,1241,Jack-Russell-/-Mini-Aussie-Mix
1242,1242,CATTLEDOG-MIXED
1243,1243,AFFENPINSCHER
1244,1244,america-eskimo-and-poodle
1245,1245,pug-bijon
1246,1246,Poodle/Italian-Greyhound
1247,1247,Malkie
1248,1248,Spinone
1249,1249,Shih-Tzu-/-Terrier-mix
1250,1250,Lab-mix
1251,1251,AMERICAN-STAFFORDSHIE
1252,1252,MULTI
1253,1253,TREEING-WALKER-COONHOUND
1254,1254,Shihchon
1255,1255,OLDE-ENGLISH-BULL-DOG
1256,1256,Shih-Tzu-mix
1257,1257,Dachshund-Scottie
1258,1258,Chihuahua/Greyhound
1259,1259,AUSTRALIAN-SHEP
1260,1260,Spitz-Mix
1261,1261,LHASA-APSO/SHIH
1262,1262,Welsh-Corgi-Mix
1263,1263,Pekapoo
1264,1264,RUSSEL
1265,1265,SHIHCHON
1266,1266,Poo-Chon
1267,1267,LG-HR-CHIHUAHUA
1268,1268,Shih-Tzu---Brussels-Griffon
1269,1269,MIX-TERRIER
1270,1270,jack-russel-terrier-mix
1271,1271,STANDARD-POODLE
1272,1272,BICHON-POODLE
1273,1273,Manchester-Shepherd-Mix
1274,1274,patterdale-mix-terrier
1275,1275,Maltepoo
1276,1276,PINSCHER-CHIH
1277,1277,Lhasa-Apso-Miix
1278,1278,SCHNAUZER-POODLE
1279,1279,cokaspinial-poodle
1280,1280,boston-terrier/french-bulldog
1281,1281,Carolina-mix
1282,1282,Beagle/Terrier-Mix
1283,1283,HAVACHON
1284,1284,GOLDEN-RETRIEVER-MIX
1285,1285,ENGLISH-BULL-TERRIER
1286,1286,COCKA-POO
1287,1287,Mini-Bull-Terrier
1288,1288,AMER-PIT-BULL-TERR-MIX
1289,1289,austrian-hunting
1290,1290,AM-PIT-BULL-MIX
1291,1291,mutt-from-shelter.--looks-like-border-collie
1292,1292,AMERICAN-PIT-BULL
1293,1293,PEK-A-TESE
1294,1294,Shorky
1295,1295,KING-CH-BICHON
1296,1296,PETERSBURG-ORCHID
1297,1297,SHEEP-DOG
1298,1298,Border-Collie-Ausie-Shep-X
1299,1299,Hound-Mixed
1300,1300,beagle/mix
1301,1301,Shepherd-Mis
1302,1302,CHIHUAHUA/YORKIE-MIX
1303,1303,Small-Fox-Terrier
1304,1304,Poemranan-Mix
1305,1305,Pomtese
1306,1306,Pug/Chihuahua
1307,1307,DOXIE-CHIHUAHUA
1308,1308,Staffordshire-Ibizian-Hound
1309,1309,DOGO-ARGENTINO
1310,1310,collie
1311,1311,Mini-Pinscher/-Chihuahua-Mix
1312,1312,Podengo-Pequeno
1313,1313,HUSKY-GOLDEN-RETRIEVER-MIX
1314,1314,Lab-Golden-Mix
1315,1315,Maltese/Terrier/Poodle-Mix
1316,1316,American-Staffordshire-Terrier-X
1317,1317,CHOW-CHOW-MIX
1318,1318,Poodle/Yorkie
1319,1319,Nova-Scotia-Toller
1320,1320,Bernedoodle
1321,1321,Beagle/Rat-Terrier
1322,1322,pit
1323,1323,Shihtese
1324,1324,REd-Pit-Mix
1325,1325,ROYAL-BAH-POTCA
1326,1326,Terr-Mix
1327,1327,Poodle/ShihTzu
1328,1328,CHINESE-CRESTED
1329,1329,Rat-terrier-mix
1330,1330,sharpei-beagle
1331,1331,Bichon-Frise-Mix
1332,1332,Harrier-Mix
1333,1333,BEA/-GOLD/-RET-MIX
1334,1334,chi-Yorkie
1335,1335,BEAGLE-JACK-RUSSELL
1336,1336,MINI-PIN-MIX
1337,1337,GERMAN-SHORTHAIRED-POINTER
1338,1338,WELSH-CORGI---X
1339,1339,SHIH-TZU-X
1340,1340,Pomerian-Mix
1341,1341,chiweenie
1342,1342,X-golden-wolf-hound
1343,1343,COCA-POO
1344,1344,PITBULL-BULLDOG
1345,1345,Maltpoo
1346,1346,Red-nose-pit-bull-terrier
1347,1347,Poodle/Pompoo
1348,1348,DACHSHUND-MIX
1349,1349,hound-beagle
1350,1350,HOUND-TERRIER-MIX
1351,1351,Fox-Hound
1352,1352,Chih-Mix
1353,1353,Blue-Nose-Pitbull
1354,1354,Mini-Aust.Shepherd
1355,1355,WHEATON-TERRIER-MIX
1356,1356,Peagle
1357,1357,Cav-KC
1358,1358,Goldendoole
1359,1359,Lhatese
1360,1360,LAB/CORGI-X
1361,1361,Taiwan-Mountain-Dog
1362,1362,LAB-WEIMARNER
1363,1363,BRITTANY---X
1364,1364,Beagle-Pei
1365,1365,Dalhsund-Maltese-terrier-mix
1366,1366,MINI-BULLDOG
1367,1367,DACHSHUN/CHIHUA
1368,1368,POODLE/WESTIE
1369,1369,BORDER-COLLIE-X
1370,1370,Polanese
1371,1371,BORDER-TERRIER
1372,1372,Shepherd--X
1373,1373,Unknown-Hound-mix
1374,1374,chihuahua/terrier-mix
1375,1375,Blackmouthcur
1376,1376,SHELTIE-SHEP-MIX
1377,1377,PIT-BULL--MIX
1378,1378,Sheltie/Jack-Russ-Mix
1379,1379,Beagle/Fr.Bull-Dog
1380,1380,Maltese-Terrier-Mix
1381,1381,PIT-BULL/LAB-MIX
1382,1382,Lab-Mutt-Mix
1383,1383,WIRE-FOX-TERR-MIX
1384,1384,Yorki-Poo
1385,1385,australian-labradoodle
1386,1386,Shepherd-Pintzer
1387,1387,Spanador
1388,1388,BEARDED-COLLIE--X
1389,1389,Pomeranian-mix
1390,1390,papitese
1391,1391,Hound-Mastiff
1392,1392,Spitz
1393,1393,Walker-Hound
1394,1394,POODLE-MIXED
1395,1395,Springer-Spaniel
1396,1396,Pit-Mix
1397,1397,MINI-DOBERMAN
1398,1398,Havashire
1399,1399,Mini-Golden-Doodle
1400,1400,HUSKY-GER-SHEP-HOUND
1401,1401,MIX-BORDER-COLLIE--HUSKY-SHEPHERD
1402,1402,Jack-Russell-X
1403,1403,Maltese-Pomeranian
1404,1404,Pom-Chi
1405,1405,BORDER-COLLIE--X
1406,1406,Chihuahua--Mixed
1407,1407,Peke-A-Tese
1408,1408,Husky/Lab-Mix
1409,1409,COOCKAPOO
1410,1410,BULLDOG-MIX
1411,1411,maltese-westie-mix
1412,1412,PEKAPOO
1413,1413,Frend-Poo
1414,1414,schipperke-mix-rescue
1415,1415,YORKIE-POODLE-X
1416,1416,BIEWER-TERR
1417,1417,Dachshund/Chihuahua-Mix
1418,1418,MALT-POODLE
1419,1419,SPITZ-X
1420,1420,Yorkie-Poodle
1421,1421,SHIH-TUZ-&-POODLE-MIX
1422,1422,GOLDEN-RET-HUSKY-MIX
1423,1423,Shepherd/Boxer
1424,1424,Yorkie-Maltese
1425,1425,SHI-POO
1426,1426,PEAK-A-POO
1427,1427,MOUNTAIN-FEIST
1428,1428,German-pinscher
1429,1429,PARSON-RUSSELL-TERRIER
1430,1430,Golden-doodle
1431,1431,Pomeranian-Maltese
1432,1432,Great-Dane-Mix
1433,1433,SCHNAUZER-X
1434,1434,Shih-Malt
1435,1435,Cava-poo
1436,1436,YORKIE-TERRIER-MIX
1437,1437,Beagle-Mixed
1438,1438,Schanuzer/Yorkie
1439,1439,FLAT-COATED-RETRIEVER
1440,1440,chinese-crested
1441,1441,wheaton-mix
1442,1442,Tea-Cup-Poodle
1443,1443,White-Terrier
1444,1444,SHIHT-ZU-IMPERIAL
1445,1445,"Sapsal,-Korea"
1446,1446,AUST-SHEPHERD
1447,1447,Teacup-Yorkshire-Terrier
1448,1448,cockachon
1449,1449,YORKSHIRE-X
1450,1450,CAIRN-TERRIER-X
1451,1451,Red-Bone-Coon-Hound
1452,1452,Collie-Beared-Mix
1453,1453,CAVASHON
1454,1454,shepherd-mix
1455,1455,MALT-MIX
1456,1456,AM-STAFFORDSHIRE-TERR
1457,1457,Long-Haired-Chihuahua
1458,1458,Tiny-Goldendoodle
1459,1459,Havachon
1460,1460,zuchon
1461,1461,mix-breed
1462,1462,Chihuhahu/Dachshund-Mix
1463,1463,yorkie-poo
1464,1464,Shih-Poo-Mix
1465,1465,RAT-TERR
1466,1466,Rottweiler-Mix
1467,1467,Yorkshire-Poodle-Mix
1468,1468,Schnauzer/Terrier-Mix
1469,1469,German-Shepherd-Mix
1470,1470,Lab-retriver-+-pitt-bull
1471,1471,Dogo/Pitbull/Bulldog-mix
1472,1472,"Possibly-part-terrier,-part-Labrador-retriever"
1473,1473,TOY-AUSSIE
1474,1474,Westiepoo
1475,1475,Red-Poodle
1476,1476,LAB/SHEPHERD-X
1477,1477,CAVAZOO
1478,1478,COCKALIER
1479,1479,ITALIAN-GREYHOUND-TERR-MIX
1480,1480,Shepherd--Mix
1481,1481,TERR-DASH-MIX
1482,1482,LAB-AUSTRALIAN-SHEPHERD-MIX
1483,1483,Chihuahua-Short-Coat
1484,1484,SCHNOCKER
1485,1485,Airedale
1486,1486,COCKERPOO
1487,1487,Silky-Terrier-Mix
1488,1488,Maltese-Chihuahua-Mix
1489,1489,Smooth-Hair-Fox-Terrier
1490,1490,Shoorkie
1491,1491,Shih-Tzu/Bichon-Mix
1492,1492,Peke-A-Ppp
1493,1493,Lhasa-Mix
1494,1494,TERR-MIX
1495,1495,Jack-Russell-Terrier-X
1496,1496,ENG-SETTER
1497,1497,Laasa-Apso-mix
1498,1498,Husky/Labrador-Retriever
1499,1499,bichon/shihtzu
1500,1500,Chihuahua-mix
1501,1501,AM-PIT-BULL-TERRIER-MIX
1502,1502,PATTERDALE-TERRIER-MIX
1503,1503,YORKSHIRE-TERR-X
1504,1504,Dalmation/Terrier/Poodle
1505,1505,BOSTON-TERR---X
1506,1506,PODENAO-PORT
1507,1507,Breed-?
1508,1508,Sharpal---Rat-Terrier
1509,1509,Cur
1510,1510,Cock-a-poo
1511,1511,BRITTANY
1512,1512,Lab-mixed
1513,1513,manchester-terrier
1514,1514,pom-chi
1515,1515,Maltese-/-Yorkie-Mix---Morkie
1516,1516,SATO-X
1517,1517,Beagle/Dachshund-Mix
1518,1518,shepherd/terrier
1519,1519,BRITTANY-SPAN
1520,1520,SHEPHERD/ROTTIX
